订单号,订单重量(t),坯料钢种,订单直径(mm),订单定尺(mm),所有密度为9.86 g/cm^3
A20262579,54.060,NP01,43.00 ,4900,
A20262580,12.014,NP01,43.00 ,4500,
A20262581,60.040,NP01,43.00 ,5400,
A20262582,18.020,NP01,43.00 ,4900,
A20262583,12.000,NP01,43.00 ,4900,
A20262584,65.960,NP01,43.00 ,4900,
A20262585,12.026,NP01,43.00 ,6900,
A20262586,24.014,NP01,43.00 ,4900,
A20262587,41.960,NP01,43.00 ,5900,
A20262588,11.926,NP01,43.00 ,5900,
A20262589,24.014,NP01,43.00 ,5900,
A20262590,12.006,NP01,43.00 ,6900,
A20262591,29.985,NP01,43.00 ,6900,
A20262592,79.700,NP01,43.00 ,7000,
A20262593,111.580,NP01,43.00 ,7000,
A20262594,17.849,NP01,43.00 ,7000,
A20262595,12.040,NP01,43.00 ,7000,
A20262596,84.080,NP01,43.00 ,7000,
A20262597,11.920,NP01,43.00 ,7000,
A20262598,17.840,NP01,43.00 ,7000,
A20262599,6.113,NP01,43.00 ,7000,
A20262600,47.844,NP01,43.00 ,7000,
A20262601,35.690,NP01,43.00 ,7000,
A20262602,12.014,NP01,43.00 ,5900,
A20262603,29.940,NP01,43.00 ,5900,
A20262604,30.059,NP01,43.00 ,5900,
A20262605,42.300,NP01,43.00 ,5900,
A20262606,15.045,NP01,43.00 ,5900,
A20262607,35.080,NP01,43.00 ,5900,
A20262608,95.640,NP01,43.00 ,5900,
A20262609,43.868,NP01,43.00 ,5900,
A20262610,12.282,NP01,43.00 ,5900,
A20262611,11.385,NP01,43.00 ,5900,
A20262612,26.537,NP01,43.00 ,5900,
A20262613,119.980,NP01,43.00 ,5900,
A20262614,119.860,NP01,43.00 ,5900,
A20262615,119.940,NP01,43.00 ,5900,
A20262616,29.968,NP01,43.00 ,5900,
A20262617,11.841,NP01,43.00 ,4900,
A20262618,6.489,NP01,43.00 ,4900,
A20262619,51.389,NP01,43.00 ,6400,
A20262620,51.116,NP01,43.00 ,5400,
A20262621,24.288,NP01,43.00 ,5900,
A20262622,31.615,NP01,43.00 ,5900,
A20262623,62.649,NP01,43.00 ,5900,
A20262624,57.862,NP01,43.00 ,5900,
A20262625,57.858,NP01,43.00 ,5900,
A20262626,49.464,NP01,43.00 ,5900,
A20262627,49.464,NP01,43.00 ,5900,
A20262628,15.804,NP01,43.00 ,7000,
A20262629,92.488,NP01,43.00 ,6900,
A20262630,81.944,NP01,43.00 ,6900,
A20262631,24.588,NP01,43.00 ,5900,
A20262632,6.363,NP01,43.00 ,4900,
A20262633,49.060,NP01,43.00 ,4900,
A20262634,79.920,NP01,43.00 ,4900,
A20262635,15.084,NP01,43.00 ,4901,
A20262636,48.720,NP01,43.00 ,4901,
A20262637,61.791,NP01,43.00 ,7900,
A20262638,41.530,NP01,43.00 ,4940,
A20262639,67.792,NP01,43.00 ,4900,
A20262640,12.441,NP01,43.00 ,4900,
A20262641,90.152,NP01,43.00 ,4900,
A20262642,16.388,NP01,43.00 ,4900,
A20262643,3.853,NP01,43.00 ,4900,
A20262644,19.265,NP01,43.00 ,5970,
A20262645,123.500,NP01,43.00 ,5970,
A20262646,19.270,NP01,43.00 ,5900,
A20262647,98.332,NP01,43.00 ,5700,
A20262648,12.291,NP01,43.00 ,5220,
A20262649,12.262,NP01,43.00 ,4900,
A20262650,24.350,NP01,43.00 ,4901,
A20262651,61.160,NP01,43.00 ,4901,
A20262652,48.930,NP01,43.00 ,4901,
A20262653,48.960,NP01,43.00 ,4901,
A20262654,45.364,NP01,43.00 ,4901,
A20262655,30.646,NP01,43.00 ,6400,
A20262656,12.261,NP01,43.00 ,6400,
A20262657,25.028,NP01,43.00 ,5000,
A20262658,91.370,NP01,43.00 ,5000,
A20262659,24.876,NP01,43.00 ,4600,
A20262660,42.931,NP01,43.00 ,6350,
A20262661,30.665,NP01,43.00 ,6350,
A20262662,55.204,NP01,43.00 ,10900,
A20262663,30.360,NP01,43.00 ,6540,
A20262664,24.600,NP01,43.00 ,4900,
A20262665,24.373,NP01,43.00 ,4901,
A20262666,30.400,NP01,43.00 ,4901,
A20262667,36.540,NP01,43.00 ,4901,
A20262668,24.347,NP01,43.00 ,4900,
A20262669,11.851,NP01,43.00 ,4900,
A20262670,15.728,NP01,43.00 ,6400,
A20262671,27.516,NP01,43.00 ,6400,
A20262672,25.512,NP01,43.00 ,6400,
A20262673,91.224,NP01,43.00 ,6400,
A20262674,20.730,NP01,43.00 ,4900,
A20262675,63.310,NP01,43.00 ,4900,
A20262676,6.293,NP01,43.00 ,5995,
A20262677,37.749,NP01,43.00 ,5330,
A20262678,12.586,NP01,43.00 ,5330,
A20262679,74.628,NP01,43.00 ,5080,
A20262680,20.680,NP01,43.00 ,5080,
A20262681,38.273,NP01,43.00 ,6100,
A20262682,38.280,NP01,43.00 ,4900,
A20262683,50.487,NP01,43.00 ,4900,
A20262684,112.397,NP01,43.00 ,5300,
A20262685,6.423,NP01,43.00 ,4901,
A20262686,134.800,NP01,43.00 ,4901,
A20262687,119.900,NP01,43.00 ,4750,
A20262688,89.880,NP01,43.00 ,4525,
A20262689,11.253,NP01,43.00 ,4780,
A20262690,29.960,NP01,43.00 ,4900,
A20262691,12.642,NP01,43.00 ,4950,
A20262692,6.094,NP01,43.00 ,5400,
A20262693,35.433,NP01,43.00 ,5400,
A20262694,39.510,NP01,43.00 ,5400,
A20262695,39.984,NP01,43.00 ,5400,
A20262696,34.986,NP01,43.00 ,6400,
A20262697,19.089,NP01,43.00 ,6400,
A20262698,54.800,NP01,43.00 ,6400,
A20262699,12.180,NP01,43.00 ,6400,
A20262700,42.637,NP01,43.00 ,4901,
A20262701,108.787,NP01,43.00 ,4901,
A20262702,90.012,NP01,43.00 ,6400,
A20262703,30.008,NP01,43.00 ,5900,
A20262704,120.120,NP01,43.00 ,4900,
A20262705,75.310,NP01,43.00 ,4900,
A20262706,22.590,NP01,43.00 ,4900,
A20262707,14.852,NP01,43.00 ,4900,
A20262708,14.852,NP01,43.00 ,4901,
A20262709,14.852,NP01,43.00 ,4901,
A20262710,14.852,NP01,43.00 ,6400,
A20262711,44.542,NP01,43.00 ,4900,
A20262712,53.327,NP01,43.00 ,4900,
A20262713,19.590,NP01,43.00 ,4900,
A20262714,26.663,NP01,43.00 ,4900,
A20262715,18.740,NP01,43.00 ,4900,
A20262716,18.740,NP01,43.00 ,4900,
A20262717,18.740,NP01,43.00 ,4900,
A20262718,56.220,NP01,43.00 ,4900,
A20262719,6.425,NP01,43.00 ,6400,
A20262720,85.400,NP01,43.00 ,4900,
A20262721,128.130,NP01,43.00 ,4900,
A20262722,48.784,NP01,43.00 ,4900,
A20262723,73.176,NP01,43.00 ,4900,
A20262724,24.580,NP01,43.00 ,4500,
A20262725,18.435,NP01,43.00 ,8150,
A20262726,55.305,NP01,43.00 ,7200,
A20262727,30.455,NP01,43.00 ,7080,
A20262728,30.455,NP01,43.00 ,4900,
A20262729,30.415,NP01,43.00 ,4900,
A20262730,36.498,NP01,43.00 ,4900,
A20262731,12.180,NP01,43.00 ,4900,
A20262732,30.168,NP01,43.00 ,4900,
A20262733,33.947,NP01,43.00 ,4900,
A20262734,13.156,NP01,43.00 ,4900,
A20262735,34.529,NP01,43.00 ,4900,
A20262736,45.400,NP01,43.00 ,4900,
A20262737,49.348,NP01,43.00 ,4900,
A20262738,10.576,NP01,43.00 ,4900,
A20262739,60.827,NP01,43.00 ,4900,
A20262740,30.385,NP01,43.00 ,4900,
A20262741,30.385,NP01,43.00 ,4900,
A20262742,30.385,NP01,43.00 ,4900,
A20262743,12.182,NP01,43.00 ,4900,
A20262744,12.191,NP01,43.00 ,4900,
A20262745,24.328,NP01,43.00 ,4900,
A20262746,45.584,NP01,43.00 ,4900,
A20262747,24.870,NP01,43.00 ,4900,
A20262748,20.725,NP01,43.00 ,4900,
A20262749,39.984,NP01,43.00 ,4900,
A20262750,20.050,NP01,43.00 ,4900,
A20262751,35.378,NP01,43.00 ,4900,
A20262752,5.826,NP01,43.00 ,4900,
A20262753,6.065,NP01,43.00 ,4900,
A20262754,100.100,NP01,43.00 ,7400,
A20262755,12.610,NP01,43.00 ,6600,
A20262756,48.683,NP01,43.00 ,6300,
A20262757,16.492,NP01,43.00 ,10900,
A20262758,41.290,NP01,43.00 ,11000,
A20262759,41.290,NP01,43.00 ,8970,
A20262760,33.040,NP01,43.00 ,8970,
A20262761,37.170,NP01,43.00 ,8100,
A20262762,52.444,NP01,43.00 ,8780,
A20262763,62.288,NP01,43.00 ,9340,
A20262764,20.722,NP01,43.00 ,9340,
A20262765,66.320,NP01,43.00 ,9340,
A20262766,20.725,NP01,43.00 ,10000,
A20262767,49.188,NP01,43.00 ,10060,
A20262768,40.990,NP01,43.00 ,10060,
A20262769,38.280,NP01,43.00 ,5300,
A20262770,38.280,NP01,43.00 ,5300,
A20262771,114.830,NP01,43.00 ,5200,
A20262772,19.128,NP01,43.00 ,4900,
A20262773,133.730,NP01,43.00 ,4900,
A20262774,76.488,NP01,43.00 ,4900,
A20262775,12.560,NP01,43.00 ,3800,
A20262776,16.588,NP01,43.00 ,4600,
A20262777,16.588,NP01,43.00 ,4900,
A20262778,24.882,NP01,43.00 ,4900,
A20262779,37.305,NP01,43.00 ,6000,
A20262780,70.533,NP01,43.00 ,4900,
A20262781,45.647,NP01,43.00 ,4900,
A20262782,62.160,NP01,43.00 ,6400,
A20262783,20.720,NP01,43.00 ,6400,
A20262784,70.456,NP01,43.00 ,4900,
A20262785,53.768,NP01,43.00 ,4900,
A20262786,24.882,NP01,43.00 ,4900,
A20262787,31.465,NP01,43.00 ,4900,
A20262788,6.253,NP01,43.00 ,4900,
A20262789,26.805,NP01,43.00 ,4900,
A20262790,43.340,NP01,43.00 ,6400,
A20262791,23.658,NP01,43.00 ,4900,
A20262792,31.250,NP01,43.00 ,4900,
A20262793,58.930,NP01,43.00 ,4901,
A20262794,79.703,NP01,43.00 ,4901,
A20262795,36.795,NP01,43.00 ,4901,
A20262796,12.268,NP01,43.00 ,6400,
A20262797,60.720,NP01,43.00 ,6400,
A20262798,34.135,NP01,43.00 ,6400,
A20262799,26.565,NP01,43.00 ,6400,
A20262800,34.155,NP01,43.00 ,6400,
A20262801,53.807,NP01,43.00 ,6400,
A20262802,44.450,NP01,43.00 ,5550,
A20262803,110.320,NP01,43.00 ,6700,
A20262804,128.690,NP01,43.00 ,5900,
A20262805,128.710,NP01,43.00 ,5700,
A20262806,73.520,NP01,43.00 ,4900,
A20262807,77.843,NP01,43.00 ,4900,
A20262808,6.152,NP01,43.00 ,4900,
A20262809,15.819,NP01,43.00 ,6400,
A20262810,12.224,NP01,43.00 ,4750,
A20262811,12.220,NP01,43.00 ,4900,
A20262812,12.220,NP01,43.00 ,6100,
A20262813,18.360,NP01,43.00 ,4550,
A20262814,18.333,NP01,43.00 ,5270,
A20262815,18.327,NP01,43.00 ,4900,
A20262816,15.861,NP01,43.00 ,4900,
A20262817,48.648,NP01,43.00 ,4900,
A20262818,12.224,NP01,43.00 ,4900,
A20262819,18.231,NP01,43.00 ,4900,
A20262820,18.234,NP01,43.00 ,4900,
A20262821,31.485,NP01,43.00 ,4900,
A20262822,25.188,NP01,43.00 ,6900,
A20262823,40.020,NP01,43.00 ,4150,
A20262824,100.020,NP01,43.00 ,4900,
A20262825,40.020,NP01,43.00 ,6100,
A20262826,10.020,NP01,43.00 ,6100,
A20262827,15.020,NP01,43.00 ,6100,
A20262828,35.040,NP01,43.00 ,6100,
A20262829,24.965,NP01,43.00 ,6150,
A20262830,6.140,NP01,43.00 ,4450,
A20262831,24.955,NP01,43.00 ,4900,
A20262832,15.000,NP01,43.00 ,4600,
A20262833,14.960,NP01,43.00 ,5400,
A20262834,44.935,NP01,43.00 ,4900,
A20262835,39.500,NP01,43.00 ,4900,
A20262836,23.568,NP01,43.00 ,7900,
A20262837,15.712,NP01,43.00 ,4901,
A20262838,99.980,NP01,43.00 ,4900,
A20262839,31.246,NP01,43.00 ,4900,
A20262840,12.514,NP01,43.00 ,6400,
A20262841,74.960,NP01,43.00 ,6400,
A20262842,25.040,NP01,43.00 ,7900,
A20262843,65.095,NP01,43.00 ,7900,
A20262844,37.777,NP01,43.00 ,7900,
A20262845,12.626,NP01,43.00 ,4900,
A20262846,18.939,NP01,43.00 ,4900,
A20262847,19.500,NP01,43.00 ,6360,
A20262848,29.358,NP01,43.00 ,6070,
A20262849,19.880,NP01,43.00 ,6140,
A20262850,34.805,NP01,43.00 ,6200,
A20262851,20.735,NP01,43.00 ,6200,
A20262852,12.441,NP01,43.00 ,5840,
A20262853,19.089,NP01,43.00 ,6100,
A20262854,19.079,NP01,43.00 ,7900,
A20262855,19.020,NP01,43.00 ,4900,
A20262856,19.947,NP01,43.00 ,6400,
A20262857,14.996,NP01,43.00 ,6400,
A20262858,69.976,NP01,43.00 ,6400,
A20262859,55.022,NP01,43.00 ,4900,
A20262860,12.150,NP01,43.00 ,6550,
A20262861,36.450,NP01,43.00 ,6550,
A20262862,12.300,NP01,43.00 ,6550,
A20262863,30.750,NP01,43.00 ,6250,
A20262864,30.555,NP01,43.00 ,6250,
A20262865,61.110,NP01,43.00 ,6650,
A20262866,30.407,NP01,43.00 ,6650,
A20262867,33.168,NP01,43.00 ,6650,
A20262868,20.722,NP01,43.00 ,6650,
A20262869,8.294,NP01,43.00 ,4700,
A20262870,19.020,NP01,43.00 ,6800,
A20262871,25.026,NP01,43.00 ,6400,
A20262872,9.974,NP01,43.00 ,6400,
A20262873,9.986,NP01,43.00 ,3900,
A20262874,19.984,NP01,43.00 ,4900,
A20262875,9.910,NP01,43.00 ,4900,
A20262876,4.965,NP01,43.00 ,4900,
A20262877,54.905,NP01,43.00 ,4900,
A20262878,19.940,NP01,43.00 ,10680,
A20262879,59.940,NP01,43.00 ,4700,
A20262880,45.702,NP01,43.00 ,4950,
A20262881,101.005,NP01,43.00 ,6100,
A20262882,59.785,NP01,43.00 ,6100,
A20262883,27.175,NP01,43.00 ,6100,
A20262884,16.247,NP01,43.00 ,6100,
A20262885,132.520,NP01,43.00 ,6100,
A20262886,50.480,NP01,43.00 ,6100,
A20262887,20.045,NP01,43.00 ,6100,
A20262888,14.955,NP01,43.00 ,5018,
A20262889,40.100,NP01,43.00 ,6100,
A20262890,35.070,NP01,43.00 ,6100,
A20262891,35.070,NP01,43.00 ,4900,
A20262892,12.150,NP01,43.00 ,5000,
A20262893,19.032,NP01,43.00 ,5000,
A20262894,20.735,NP01,43.00 ,5000,
A20262895,20.735,NP01,43.00 ,5100,
A20262896,12.291,NP01,43.00 ,5200,
A20262897,8.280,NP01,43.00 ,5200,
A20262898,24.882,NP01,43.00 ,6400,
A20262899,37.677,NP01,43.00 ,6400,
A20262900,5.383,NP01,43.00 ,6400,
A20262901,33.160,NP01,43.00 ,6400,
A20262902,28.945,NP01,43.00 ,6400,
A20262903,12.278,NP01,43.00 ,6400,
A20262904,42.973,NP01,43.00 ,6400,
A20262905,25.376,NP01,43.00 ,4900,
A20262906,31.720,NP01,43.00 ,4900,
A20262907,12.748,NP01,43.00 ,6400,
A20262908,18.455,NP01,43.00 ,4900,
A20262909,10.543,NP01,43.00 ,4900,
A20262910,79.430,NP01,43.00 ,4900,
A20262911,18.915,NP01,43.00 ,4900,
A20262912,119.719,NP01,43.00 ,4900,
A20262913,14.955,NP01,43.00 ,4900,
A20262914,14.985,NP01,43.00 ,6400,
A20262915,4.995,NP01,43.00 ,7750,
A20262916,19.970,NP01,43.00 ,7750,
A20262917,80.080,NP01,43.00 ,7750,
A20262918,60.040,NP01,43.00 ,7750,
A20262919,25.020,NP01,43.00 ,7750,
A20262920,35.020,NP01,43.00 ,7750,
A20262921,44.995,NP01,43.00 ,7750,
A20262922,24.935,NP01,43.00 ,7750,
A20262923,20.040,NP01,43.00 ,4900,
A20262924,20.080,NP01,43.00 ,4900,
A20262925,113.560,NP01,43.00 ,4900,
A20262926,90.881,NP01,43.00 ,7000,
A20262927,29.029,NP01,43.00 ,5900,
A20262928,37.327,NP01,43.00 ,4400,
A20262929,8.288,NP01,43.00 ,7000,
A20262930,45.584,NP01,43.00 ,7000,
A20262931,45.496,NP01,43.00 ,5900,
A20262932,38.064,NP01,43.00 ,7000,
A20262933,19.036,NP01,43.00 ,7000,
A20262934,16.540,NP01,43.00 ,7000,
A20262935,16.544,NP01,43.00 ,7000,
A20262936,12.218,NP01,43.00 ,7000,
A20262937,12.218,NP01,43.00 ,7000,
A20262938,18.507,NP01,43.00 ,5900,
A20262939,5.288,NP01,43.00 ,5900,
A20262940,18.325,NP01,43.00 ,5900,
A20262941,18.322,NP01,43.00 ,5900,
A20262942,12.150,NP01,43.00 ,5900,
A20262943,13.156,NP01,43.00 ,8050,
A20262944,24.882,NP01,43.00 ,8050,
A20262945,12.295,NP01,43.00 ,5900,
A20262946,20.465,NP01,43.00 ,4900,
A20262947,12.282,NP01,43.00 ,4900,
A20262948,15.787,NP01,43.00 ,4900,
A20262949,85.660,NP01,43.00 ,4900,
A20262950,36.768,NP01,43.00 ,4900,
A20262951,36.772,NP01,43.00 ,4900,
A20262952,31.751,NP01,43.00 ,4900,
A20262953,63.560,NP01,43.00 ,4900,
A20262954,18.360,NP01,43.00 ,4900,
A20262955,18.400,NP01,43.00 ,4900,
A20262956,12.222,NP01,43.00 ,6100,
A20262957,18.450,NP01,43.00 ,6100,
A20262958,16.439,NP01,43.00 ,6100,
A20262959,36.450,NP01,43.00 ,6100,
A20262960,18.230,NP01,43.00 ,6100,
A20262961,43.067,NP01,43.00 ,6100,
A20262962,31.642,NP01,43.00 ,6100,
A20262963,67.023,NP01,43.00 ,5060,
A20262964,3.364,NP01,43.00 ,5060,
A20262965,23.546,NP01,43.00 ,7240,
A20262966,15.710,NP01,43.00 ,6100,
A20262967,88.368,NP01,43.00 ,6100,
A20262968,65.518,NP01,43.00 ,6100,
A20262969,25.020,NP01,43.00 ,6100,
A20262970,56.280,NP01,43.00 ,4900,
A20262971,99.660,NP01,43.00 ,4900,
A20262972,18.780,NP01,43.00 ,4900,
A20262973,31.240,NP01,43.00 ,4900,
A20262974,37.968,NP01,43.00 ,5600,
A20262975,12.642,NP01,43.00 ,5600,
A20262976,44.244,NP01,43.00 ,11400,
A20262977,45.430,NP01,43.00 ,4900,
A20262978,33.024,NP01,43.00 ,4900,
A20262979,33.024,NP01,43.00 ,8280,
A20262980,12.268,NP01,43.00 ,8280,
A20262981,73.608,NP01,43.00 ,4900,
A20262982,27.344,NP01,43.00 ,4900,
A20262983,10.976,NP01,43.00 ,4900,
A20262984,18.494,NP01,43.00 ,4900,
A20262985,92.130,NP01,43.00 ,4900,
A20262986,31.780,NP01,43.00 ,4500,
A20262987,24.290,NP01,43.00 ,4500,
A20262988,9.036,NP01,43.00 ,4700,
A20262989,87.924,NP01,43.00 ,4900,
A20262990,9.249,NP01,43.00 ,5150,
A20262991,84.956,NP01,43.00 ,4900,
A20262992,23.646,NP01,43.00 ,5360,
A20262993,47.316,NP01,43.00 ,8230,
A20262994,38.552,NP01,43.00 ,11050,
A20262995,69.354,NP01,43.00 ,8400,
A20262996,23.118,NP01,43.00 ,6780,
A20262997,43.491,NP01,43.00 ,7960,
A20262998,86.986,NP01,43.00 ,6840,
A20262999,32.720,NP01,43.00 ,9000,
A20263000,37.080,NP01,43.00 ,8900,
A20263001,19.240,NP01,43.00 ,6400,
A20263002,6.598,NP01,43.00 ,4900,
A20263003,30.789,NP01,43.00 ,4900,
A20263004,13.193,NP01,43.00 ,4900,
A20263005,63.530,NP01,43.00 ,4900,
A20263006,31.630,NP01,43.00 ,4900,
A20263007,28.630,NP01,43.00 ,4500,
A20263008,36.972,NP01,43.00 ,5400,
A20263009,115.010,NP01,43.00 ,4900,
A20263010,53.400,NP01,43.00 ,4900,
A20263011,53.780,NP01,43.00 ,4900,
A20263012,12.712,NP01,43.00 ,6900,
A20263013,25.421,NP01,43.00 ,4900,
A20263014,38.106,NP01,43.00 ,5900,
A20263015,63.507,NP01,43.00 ,5900,
A20263016,6.351,NP01,43.00 ,5900,
A20263017,12.656,NP01,43.00 ,6900,
A20263018,10.020,NP01,43.00 ,6900,
A20263019,15.192,NP01,43.00 ,7000,
A20263020,44.192,NP01,43.00 ,7000,
A20263021,6.213,NP01,43.00 ,7000,
A20263022,11.880,NP01,43.00 ,7000,
A20263023,31.640,NP01,43.00 ,7000,
A20263024,31.640,NP01,43.00 ,7000,
A20263025,30.555,NP01,43.00 ,7000,
A20263026,48.880,NP01,43.00 ,7000,
A20263027,37.278,NP01,43.00 ,7000,
A20263028,30.828,NP01,43.00 ,7000,
A20263029,34.749,NP01,43.00 ,5900,
A20263030,53.859,NP01,43.00 ,5900,
A20263031,66.288,NP01,43.00 ,5900,
A20263032,12.413,NP01,43.00 ,5900,
A20263033,12.435,NP01,43.00 ,5900,
A20263034,130.486,NP01,43.00 ,5900,
A20263035,49.080,NP01,43.00 ,5900,
A20263036,110.515,NP01,43.00 ,5900,
A20263037,82.059,NP01,43.00 ,5900,
A20263038,16.392,NP01,43.00 ,5900,
A20263039,12.276,NP01,43.00 ,5900,
A20263040,12.270,NP01,43.00 ,5900,
A20263041,61.350,NP01,43.00 ,5900,
A20263042,18.405,NP01,43.00 ,5900,
A20263043,42.955,NP01,43.00 ,5900,
A20263044,30.675,NP01,43.00 ,4900,
A20263045,16.580,NP01,43.00 ,4900,
A20263046,78.831,NP01,43.00 ,6400,
A20263047,20.745,NP01,43.00 ,5400,
A20263048,33.184,NP01,43.00 ,5900,
A20263049,82.960,NP01,43.00 ,5900,
A20263050,32.944,NP01,43.00 ,5900,
A20263051,12.443,NP01,43.00 ,5900,
A20263052,62.168,NP01,43.00 ,5900,
A20263053,116.280,NP01,43.00 ,5900,
A20263054,116.280,NP01,43.00 ,5900,
A20263055,83.100,NP01,43.00 ,7000,
A20263056,33.240,NP01,43.00 ,6900,
A20263057,15.194,NP01,43.00 ,6900,
A20263058,3.036,NP01,43.00 ,5900,
A20263059,18.279,NP01,43.00 ,4900,
A20263060,30.560,NP01,43.00 ,4900,
A20263061,61.420,NP01,43.00 ,4900,
A20263062,12.480,NP01,43.00 ,4901,
A20263063,65.610,NP01,43.00 ,4901,
A20263064,70.880,NP01,43.00 ,7900,
A20263065,24.700,NP01,43.00 ,4940,
A20263066,30.926,NP01,43.00 ,4900,
A20263067,49.556,NP01,43.00 ,4900,
A20263068,33.980,NP01,43.00 ,4900,
A20263069,79.755,NP01,43.00 ,4900,
A20263070,43.204,NP01,43.00 ,4900,
A20263071,31.060,NP01,43.00 ,5970,
A20263072,30.555,NP01,43.00 ,5970,
A20263073,12.186,NP01,43.00 ,5900,
A20263074,12.192,NP01,43.00 ,5700,
A20263075,12.222,NP01,43.00 ,5220,
A20263076,24.754,NP01,43.00 ,4900,
A20263077,18.233,NP01,43.00 ,4901,
A20263078,30.864,NP01,43.00 ,4901,
A20263079,12.444,NP01,43.00 ,4901,
A20263080,24.692,NP01,43.00 ,4901,
A20263081,32.464,NP01,43.00 ,4901,
A20263082,132.860,NP01,43.00 ,6400,
A20263083,82.960,NP01,43.00 ,6400,
A20263084,49.760,NP01,43.00 ,5000,
A20263085,132.740,NP01,43.00 ,5000,
A20263086,116.520,NP01,43.00 ,4600,
A20263087,41.540,NP01,43.00 ,6350,
A20263088,12.280,NP01,43.00 ,6350,
A20263089,18.640,NP01,43.00 ,10900,
A20263090,47.929,NP01,43.00 ,6540,
A20263091,18.414,NP01,43.00 ,4900,
A20263092,74.780,NP01,43.00 ,4901,
A20263093,41.470,NP01,43.00 ,4901,
A20263094,18.874,NP01,43.00 ,4901,
A20263095,24.875,NP01,43.00 ,4900,
A20263096,30.370,NP01,43.00 ,4900,
A20263097,75.880,NP01,43.00 ,6400,
A20263098,30.366,NP01,43.00 ,6400,
A20263099,41.970,NP01,43.00 ,6400,
A20263100,12.213,NP01,43.00 ,6400,
A20263101,19.598,NP01,43.00 ,4900,
A20263102,11.840,NP01,43.00 ,4900,
A20263103,83.800,NP01,43.00 ,5995,
A20263104,12.000,NP01,43.00 ,5330,
A20263105,83.800,NP01,43.00 ,5330,
A20263106,12.014,NP01,43.00 ,5080,
A20263107,83.946,NP01,43.00 ,5080,
A20263108,23.947,NP01,43.00 ,6100,
A20263109,78.507,NP01,43.00 ,4900,
A20263110,24.890,NP01,43.00 ,4900,
A20263111,12.444,NP01,43.00 ,5300,
A20263112,62.120,NP01,43.00 ,4901,
A20263113,36.828,NP01,43.00 ,4901,
A20263114,24.507,NP01,43.00 ,4750,
A20263115,30.511,NP01,43.00 ,4525,
A20263116,15.089,NP01,43.00 ,4780,
A20263117,37.293,NP01,43.00 ,4900,
A20263118,15.724,NP01,43.00 ,4950,
A20263119,86.494,NP01,43.00 ,5400,
A20263120,24.692,NP01,43.00 ,5400,
A20263121,37.112,NP01,43.00 ,5400,
A20263122,37.284,NP01,43.00 ,5400,
A20263123,82.340,NP01,43.00 ,6400,
A20263124,16.929,NP01,43.00 ,6400,
A20263125,55.557,NP01,43.00 ,6400,
A20263126,12.173,NP01,43.00 ,6400,
A20263127,24.848,NP01,43.00 ,4901,
A20263128,12.432,NP01,43.00 ,4901,
A20263129,55.926,NP01,43.00 ,6400,
A20263130,45.612,NP01,43.00 ,5900,
A20263131,23.858,NP01,43.00 ,4900,
A20263132,24.324,NP01,43.00 ,4900,
A20263133,30.455,NP01,43.00 ,4900,
A20263134,18.509,NP01,43.00 ,4900,
A20263135,32.940,NP01,43.00 ,4901,
A20263136,115.200,NP01,43.00 ,4901,
A20263137,57.792,NP01,43.00 ,6400,
A20263138,57.788,NP01,43.00 ,4900,
A20263139,115.580,NP01,43.00 ,4900,
A20263140,115.520,NP01,43.00 ,4900,
A20263141,98.948,NP01,43.00 ,4900,
A20263142,115.740,NP01,43.00 ,4900,
A20263143,115.480,NP01,43.00 ,4900,
A20263144,131.720,NP01,43.00 ,4900,
A20263145,32.944,NP01,43.00 ,4900,
A20263146,57.652,NP01,43.00 ,6400,
A20263147,16.472,NP01,43.00 ,4900,
A20263148,18.232,NP01,43.00 ,4900,
A20263149,24.692,NP01,43.00 ,4900,
A20263150,28.833,NP01,43.00 ,4900,
A20263151,65.904,NP01,43.00 ,4500,
A20263152,20.587,NP01,43.00 ,8150,
A20263153,78.299,NP01,43.00 ,7200,
A20263154,37.081,NP01,43.00 ,7080,
A20263155,28.812,NP01,43.00 ,4900,
A20263156,31.075,NP01,43.00 ,4900,
A20263157,12.344,NP01,43.00 ,4900,
A20263158,30.150,NP01,43.00 ,4900,
A20263159,6.153,NP01,43.00 ,4900,
A20263160,33.425,NP01,43.00 ,4900,
A20263161,15.692,NP01,43.00 ,4900,
A20263162,16.464,NP01,43.00 ,4900,
A20263163,48.240,NP01,43.00 ,4900,
A20263164,12.060,NP01,43.00 ,4900,
A20263165,27.740,NP01,43.00 ,4900,
A20263166,9.294,NP01,43.00 ,4900,
A20263167,24.530,NP01,43.00 ,4900,
A20263168,124.870,NP01,43.00 ,4900,
A20263169,24.920,NP01,43.00 ,4900,
A20263170,21.880,NP01,43.00 ,4900,
A20263171,27.430,NP01,43.00 ,4900,
A20263172,3.170,NP01,43.00 ,4900,
A20263173,12.430,NP01,43.00 ,4900,
A20263174,87.015,NP01,43.00 ,4900,
A20263175,74.564,NP01,43.00 ,4900,
A20263176,111.820,NP01,43.00 ,4900,
A20263177,112.000,NP01,43.00 ,4900,
A20263178,12.276,NP01,43.00 ,4900,
A20263179,27.250,NP01,43.00 ,4900,
A20263180,82.250,NP01,43.00 ,4900,
A20263181,119.720,NP01,43.00 ,7400,
A20263182,11.250,NP01,43.00 ,6600,
A20263183,55.605,NP01,43.00 ,6300,
A20263184,40.865,NP01,43.00 ,10900,
