订单号,订单重量,钢种,规格,定尺长度
B20270776,108.41,NP01,43,4900
B20270777,18.358,NP01,43,10000
B20270778,21.03,NP01,43,6400
B20270779,68.276,NP01,43,4900
B20270780,36.801,NP01,43,8230
B20270781,48.685,NP01,43,5900
B20270782,37.557,NP01,43,6100
B20270783,12.526,NP01,43,4900
B20270784,49.395,NP01,43,7000
B20270785,60.869,NP01,43,11050
B20270786,61.48,NP01,43,9340
B20270787,78.445,NP01,43,6700
B20270788,36.888,NP01,43,5100
B20270789,11.986,NP01,43,4900
B20270790,12.811,NP01,43,7000
B20270791,78.56,NP01,43,4900
B20270792,90.371,NP01,43,4900
B20270793,64.679,NP01,43,4900
B20270794,25.423,NP01,43,5900
B20270795,13.273,NP01,43,4900
B20270796,128.391,NP01,43,6140
B20270797,14.998,NP01,43,4900
B20270798,39.7,NP01,43,5060
B20270799,63.957,NP01,43,6400
B20270800,51.456,NP01,43,6140
B20270801,28.582,NP01,43,4900
B20270802,34.172,NP01,43,7000
B20270803,87.107,NP01,43,4900
B20270804,11.95,NP01,43,7000
B20270805,63.829,NP01,43,4901
B20270806,52.825,NP01,43,4900
B20270807,33.808,NP01,43,8970
B20270808,12.796,NP01,43,8050
B20270809,33.634,NP01,43,6100
B20270810,58.195,NP01,43,4700
B20270811,12.245,NP01,43,4900
B20270812,121.968,NP01,43,5970
B20270813,51.822,NP01,43,6140
B20270814,91.063,NP01,43,5900
B20270815,31.055,NP01,43,4900
B20270816,22.404,NP01,43,6400
B20270817,37.594,NP01,43,4900
B20270818,12.905,NP01,43,7200
B20270819,66.173,NP01,43,10060
B20270820,46.661,NP01,43,4900
B20270821,12.395,NP01,43,5330
B20270822,16.139,NP01,43,10060
B20270823,130.007,NP01,43,4901
B20270824,24.326,NP01,43,4900
B20270825,57.482,NP01,43,4901
B20270826,65.778,NP01,43,4900
B20270827,29.585,NP01,43,5080
B20270828,27.352,NP01,43,6100
B20270829,35.046,NP01,43,4900
B20270830,24.129,NP01,43,5400
B20270831,82.05,NP01,43,8230
B20270832,6.243,NP01,43,4900
B20270833,8.918,NP01,43,4700
B20270834,64.843,NP01,43,4940
B20270835,138.111,NP01,43,8280
B20270836,56.861,NP01,43,10900
B20270837,29.689,NP01,43,4500
B20270838,41.015,NP01,43,10900
B20270839,25.749,NP01,43,5018
B20270840,6.435,NP01,43,6400
B20270841,136.294,NP01,43,4900
B20270842,41.015,NP01,43,6650
B20270843,59.983,NP01,43,7000
B20270844,38.253,NP01,43,4900
B20270845,12.221,NP01,43,4900
B20270846,28.704,NP01,43,4900
B20270847,24.952,NP01,43,4900
B20270848,108.09,NP01,43,6400
B20270849,13.264,NP01,43,4900
B20270850,28.314,NP01,43,4901
B20270851,60.033,NP01,43,5900
B20270852,42.55,NP01,43,4900
B20270853,12.536,NP01,43,5600
B20270854,22.315,NP01,43,4900
B20270855,18.077,NP01,43,4901
B20270856,57.268,NP01,43,7080
B20270857,29.044,NP01,43,4901
B20270858,54.458,NP01,43,6400
B20270859,10.486,NP01,43,6100
B20270860,22.532,NP01,43,4900
B20270861,36.783,NP01,43,4900
B20270862,32.87,NP01,43,5900
B20270863,82.038,NP01,43,6400
B20270864,18.511,NP01,43,5900
B20270865,49.809,NP01,43,4900
B20270866,11.856,NP01,43,4500
B20270867,109.934,NP01,43,4900
B20270868,112.22,NP01,43,8050
B20270869,7.581,NP01,43,6650
B20270870,30.486,NP01,43,4901
B20270871,20.942,NP01,43,5000
B20270872,42.029,NP01,43,6400
B20270873,15.753,NP01,43,4950
B20270874,41.259,NP01,43,5900
B20270875,61.632,NP01,43,5900
B20270876,131.798,NP01,43,7750
B20270877,29.043,NP01,43,6400
B20270878,25.753,NP01,43,4901
B20270879,25.477,NP01,43,6100
B20270880,25.068,NP01,43,6100
B20270881,35.241,NP01,43,6400
B20270882,23.573,NP01,43,4900
B20270883,81.719,NP01,43,5900
B20270884,69.315,NP01,43,5900
B20270885,12.703,NP01,43,4900
B20270886,45.865,NP01,43,4900
B20270887,27.001,NP01,43,8100
B20270888,76.054,NP01,43,4900
B20270889,46.97,NP01,43,4950
B20270890,99.682,NP01,43,6400
B20270891,20.344,NP01,43,6400
B20270892,141.692,NP01,43,4900
B20270893,12.565,NP01,43,11000
B20270894,75.818,NP01,43,4900
B20270895,116.629,NP01,43,4900
B20270896,74.195,NP01,43,4900
B20270897,45.097,NP01,43,5700
B20270898,39.01,NP01,43,6100
B20270899,46.399,NP01,43,5900
B20270900,107.984,NP01,43,6150
B20270901,12.261,NP01,43,4900
B20270902,72.252,NP01,43,7000
B20270903,125.737,NP01,43,4901
B20270904,24.044,NP01,43,5900
B20270905,61.302,NP01,43,6100
B20270906,18.113,NP01,43,6400
B20270907,44.288,NP01,43,4900
B20270908,59.341,NP01,43,5200
B20270909,25.802,NP01,43,7240
B20270910,26.055,NP01,43,5900
B20270911,34.222,NP01,43,4700
B20270912,41.591,NP01,43,4901
B20270913,111.249,NP01,43,5300
B20270914,48.941,NP01,43,5000
B20270915,12.59,NP01,43,5900
B20270916,64.795,NP01,43,4900
B20270917,31.25,NP01,43,4900
B20270918,24.498,NP01,43,4550
B20270919,10.507,NP01,43,6550
B20270920,24.011,NP01,43,4900
B20270921,19.657,NP01,43,6900
B20270922,48.932,NP01,43,4950
B20270923,25.375,NP01,43,6100
B20270924,10.017,NP01,43,4900
B20270925,88.023,NP01,43,6400
B20270926,22.666,NP01,43,4900
B20270927,24.149,NP01,43,5900
B20270928,47.792,NP01,43,10060
B20270929,12.214,NP01,43,4600
B20270930,23.678,NP01,43,6360
B20270931,20.598,NP01,43,6200
B20270932,92.431,NP01,43,5900
B20270933,12.203,NP01,43,5200
B20270934,26.849,NP01,43,5900
B20270935,35.853,NP01,43,4900
B20270936,19.901,NP01,43,5970
B20270937,56.777,NP01,43,4900
B20270938,43.305,NP01,43,5970
B20270939,15.417,NP01,43,7000
B20270940,31.547,NP01,43,6400
B20270941,58.004,NP01,43,5200
B20270942,50.949,NP01,43,4900
B20270943,18.987,NP01,43,4900
B20270944,140.083,NP01,43,4901
B20270945,87.474,NP01,43,4900
B20270946,129.977,NP01,43,4900
B20270947,80.916,NP01,43,4900
B20270948,48.894,NP01,43,4900
B20270949,81.131,NP01,43,7400
B20270950,42.525,NP01,43,4900
B20270951,32.87,NP01,43,4500
B20270952,39.358,NP01,43,7750
B20270953,13.179,NP01,43,4900
B20270954,83.476,NP01,43,6100
B20270955,36.958,NP01,43,5300
B20270956,11.878,NP01,43,4900
B20270957,17.815,NP01,43,4900
B20270958,23.978,NP01,43,4900
B20270959,29.504,NP01,43,5900
B20270960,12.823,NP01,43,5600
B20270961,41.28,NP01,43,6400
B20270962,78.469,NP01,43,5900
B20270963,30.177,NP01,43,6650
B20270964,99.79,NP01,43,6400
B20270965,23.049,NP01,43,10060
B20270966,31.396,NP01,43,4900
B20270967,12.888,NP01,43,6100
B20270968,44.404,NP01,43,4900
B20270969,22.805,NP01,43,4700
B20270970,94.639,NP01,43,8150
B20270971,29.252,NP01,43,10900
B20270972,42.788,NP01,43,5200
B20270973,71.959,NP01,43,7200
B20270974,44.489,NP01,43,5900
B20270975,17.107,NP01,43,5330
B20270976,72.42,NP01,43,4900
B20270977,14.48,NP01,43,4900
B20270978,57.714,NP01,43,5900
B20270979,24.229,NP01,43,9000
B20270980,14.59,NP01,43,5400
B20270981,57.416,NP01,43,4900
B20270982,64.549,NP01,43,6100
B20270983,50.217,NP01,43,6400
B20270984,67.618,NP01,43,6100
B20270985,17.374,NP01,43,5060
B20270986,24.424,NP01,43,4900
B20270987,70.532,NP01,43,4900
B20270988,12.743,NP01,43,6400
B20270989,118.483,NP01,43,4900
B20270990,55.923,NP01,43,6100
B20270991,16.145,NP01,43,4900
B20270992,50.823,NP01,43,4900
B20270993,109.01,NP01,43,4900
B20270994,77.487,NP01,43,5900
B20270995,12.816,NP01,43,5900
B20270996,56.159,NP01,43,10680
B20270997,22.117,NP01,43,4700
B20270998,56.13,NP01,43,4400
B20270999,6.62,NP01,43,7900
B20271000,9.478,NP01,43,6400
B20271001,15.866,NP01,43,4900
B20271002,131.035,NP01,43,8280
B20271003,57.034,NP01,43,4900
B20271004,48.267,NP01,43,6140
B20271005,41.274,NP01,43,5200
B20271006,41.309,NP01,43,6900
B20271007,58.085,NP01,43,4900
B20271008,6.212,NP01,43,7000
B20271009,40.005,NP01,43,6600
B20271010,29.477,NP01,43,11000
B20271011,28.719,NP01,43,9000
B20271012,6.292,NP01,43,5400
B20271013,33.011,NP01,43,4900
B20271014,63.392,NP01,43,4900
B20271015,102.266,NP01,43,7000
B20271016,64.008,NP01,43,4901
B20271017,24.704,NP01,43,5150
B20271018,11.992,NP01,43,4900
B20271019,31.209,NP01,43,4900
B20271020,66.731,NP01,43,4900
B20271021,43.641,NP01,43,5700
B20271022,36.928,NP01,43,4900
B20271023,26.316,NP01,43,4900
B20271024,13.225,NP01,43,6900
B20271025,12.59,NP01,43,6400
B20271026,55.755,NP01,43,4900
B20271027,23.85,NP01,43,5400
B20271028,45.273,NP01,43,4900
B20271029,42.733,NP01,43,5900
B20271030,23.797,NP01,43,7750
B20271031,30.656,NP01,43,6650
B20271032,12.752,NP01,43,4900
B20271033,17.792,NP01,43,4900
B20271034,14.362,NP01,43,6400
B20271035,49.524,NP01,43,4900
B20271036,12.066,NP01,43,4900
B20271037,24.697,NP01,43,4940
B20271038,10.937,NP01,43,4780
B20271039,10.152,NP01,43,4900
B20271040,55.974,NP01,43,6400
B20271041,44.301,NP01,43,6000
B20271042,115.316,NP01,43,4900
B20271043,28.401,NP01,43,5700
B20271044,4.689,NP01,43,5900
B20271045,24.84,NP01,43,7750
B20271046,59.669,NP01,43,5900
B20271047,31.819,NP01,43,6400
B20271048,96.971,NP01,43,3900
B20271049,12.175,NP01,43,3900
B20271050,14.813,NP01,43,6400
B20271051,87.222,NP01,43,4900
B20271052,107.142,NP01,43,4901
B20271053,78.845,NP01,43,11050
B20271054,19.871,NP01,43,4900
B20271055,34.171,NP01,43,7000
B20271056,30.976,NP01,43,4900
B20271057,46.742,NP01,43,4950
B20271058,11.789,NP01,43,5330
B20271059,37.824,NP01,43,6100
B20271060,17.58,NP01,43,4900
B20271061,41.444,NP01,43,5400
B20271062,23.134,NP01,43,4900
B20271063,12.781,NP01,43,6400
B20271064,17.964,NP01,43,4900
B20271065,19.015,NP01,43,4900
B20271066,64.682,NP01,43,6300
B20271067,32.559,NP01,43,7000
B20271068,28.792,NP01,43,6350
B20271069,47.236,NP01,43,4950
B20271070,74.964,NP01,43,6400
B20271071,20.561,NP01,43,5100
B20271072,31.974,NP01,43,4500
B20271073,46.551,NP01,43,4900
B20271074,25.341,NP01,43,6100
B20271075,18.358,NP01,43,4900
B20271076,18.633,NP01,43,4900
B20271077,83.131,NP01,43,6250
B20271078,75.285,NP01,43,6400
B20271079,50.766,NP01,43,6550
B20271080,21.282,NP01,43,6100
B20271081,22.244,NP01,43,4900
B20271082,39.93,NP01,43,6200
B20271083,6.221,NP01,43,4900
B20271084,92.943,NP01,43,6650
B20271085,63.153,NP01,43,5900
B20271086,54.319,NP01,43,6400
B20271087,34.111,NP01,43,7000
B20271088,137.425,NP01,43,5900
B20271089,34.339,NP01,43,4900
B20271090,18.685,NP01,43,6400
B20271091,54.641,NP01,43,4900
B20271092,11.57,NP01,43,11050
B20271093,70.452,NP01,43,4900
B20271094,45.247,NP01,43,7000
B20271095,30.677,NP01,43,4900
B20271096,49.716,NP01,43,4900
B20271097,12.639,NP01,43,4900
B20271098,7.922,NP01,43,8100
B20271099,47.93,NP01,43,4900
B20271100,63.868,NP01,43,5900
B20271101,14.222,NP01,43,4900
B20271102,43.409,NP01,43,5018
B20271103,34.058,NP01,43,6400
B20271104,10.414,NP01,43,4900
B20271105,99.352,NP01,43,4900
B20271106,21.261,NP01,43,4900
B20271107,23.003,NP01,43,4900
B20271108,116.113,NP01,43,4900
B20271109,28.99,NP01,43,5900
B20271110,42.057,NP01,43,4900
B20271111,49.709,NP01,43,5300
B20271112,20.023,NP01,43,5400
B20271113,23.303,NP01,43,4901
B20271114,50.467,NP01,43,4900
B20271115,36.717,NP01,43,5900
B20271116,36.216,NP01,43,7900
B20271117,20.53,NP01,43,4900
B20271118,11.668,NP01,43,4900
B20271119,53.557,NP01,43,6100
B20271120,51.67,NP01,43,5000
B20271121,11.591,NP01,43,6400
B20271122,30.258,NP01,43,5900
B20271123,91.877,NP01,43,4901
B20271124,31.52,NP01,43,4900
B20271125,25.581,NP01,43,4900
B20271126,37.857,NP01,43,4900
B20271127,48.148,NP01,43,10060
B20271128,50.421,NP01,43,4901
B20271129,94.993,NP01,43,7000
B20271130,63.647,NP01,43,6700
B20271131,71.443,NP01,43,4900
B20271132,34.755,NP01,43,4901
B20271133,27.675,NP01,43,4900
B20271134,4.829,NP01,43,4500
B20271135,49.099,NP01,43,6400
B20271136,19.824,NP01,43,5100
B20271137,23.462,NP01,43,5400
B20271138,3.066,NP01,43,4900
B20271139,81.62,NP01,43,5330
B20271140,18.296,NP01,43,6400
B20271141,46.24,NP01,43,4900
B20271142,57.475,NP01,43,5400
B20271143,63.839,NP01,43,7750
B20271144,35.525,NP01,43,5900
B20271145,31.411,NP01,43,4900
B20271146,19.582,NP01,43,4900
B20271147,14.892,NP01,43,7750
B20271148,23.629,NP01,43,4450
B20271149,41.382,NP01,43,5400
B20271150,42.848,NP01,43,10060
B20271151,37.2,NP01,43,5600
B20271152,12.646,NP01,43,6840
B20271153,18.995,NP01,43,4900
B20271154,50.009,NP01,43,4900
B20271155,21.591,NP01,43,9340
B20271156,32.183,NP01,43,4500
B20271157,29.48,NP01,43,4900
B20271158,110.255,NP01,43,4900
B20271159,33.398,NP01,43,4600
B20271160,33.592,NP01,43,6250
B20271161,42.928,NP01,43,4901
B20271162,36.852,NP01,43,4400
B20271163,12.761,NP01,43,8280
B20271164,60.579,NP01,43,8230
B20271165,31.544,NP01,43,7750
B20271166,24.56,NP01,43,4901
B20271167,63.162,NP01,43,4500
B20271168,30.881,NP01,43,6250
B20271169,23.497,NP01,43,6400
B20271170,103.547,NP01,43,5000
B20271171,25.046,NP01,43,6650
B20271172,33.754,NP01,43,4900
B20271173,15.062,NP01,43,4901
B20271174,24.12,NP01,43,4950
B20271175,20.567,NP01,43,4900
B20271176,37.218,NP01,43,5300
B20271177,23.755,NP01,43,4900
B20271178,51.618,NP01,43,11400
B20271179,100.23,NP01,43,4900
B20271180,17.204,NP01,43,4901
B20271181,30.349,NP01,43,4900
B20271182,15.155,NP01,43,5018
B20271183,23.587,NP01,43,4900
B20271184,30.489,NP01,43,4900
B20271185,55.09,NP01,43,4900
B20271186,32.468,NP01,43,6900
B20271187,33.295,NP01,43,5900
B20271188,26.337,NP01,43,6100
B20271189,18.155,NP01,43,6100
B20271190,44.467,NP01,43,5200
B20271191,31.552,NP01,43,4900
B20271192,43.631,NP01,43,5220
B20271193,136.401,NP01,43,8280
B20271194,40.248,NP01,43,4900
B20271195,41.216,NP01,43,5400
B20271196,15.391,NP01,43,4950
B20271197,48.9,NP01,43,6100
B20271198,14.513,NP01,43,4900
B20271199,51.72,NP01,43,4900
B20271200,69.004,NP01,43,4900
B20271201,12.298,NP01,43,6400
B20271202,14.813,NP01,43,4900
B20271203,71.486,NP01,43,4900
B20271204,128.25,NP01,43,4900
B20271205,25.165,NP01,43,6400
B20271206,43.289,NP01,43,5000
B20271207,57.798,NP01,43,7000
B20271208,77.322,NP01,43,5000
B20271209,9.44,NP01,43,4700
B20271210,29.839,NP01,43,6400
B20271211,33.423,NP01,43,6100
B20271212,29.378,NP01,43,6400
B20271213,25.33,NP01,43,7900
B20271214,23.982,NP01,43,4900
B20271215,35.719,NP01,43,4900
B20271216,39.137,NP01,43,5000
B20271217,42.71,NP01,43,6650
B20271218,67.494,NP01,43,4900
B20271219,138.882,NP01,43,5400
B20271220,24.009,NP01,43,4900
B20271221,15.487,NP01,43,6400
B20271222,47.18,NP01,43,4950
B20271223,49.09,NP01,43,4900
B20271224,134.561,NP01,43,8970
B20271225,44.403,NP01,43,4901
B20271226,29.613,NP01,43,4900
B20271227,28.321,NP01,43,6540
B20271228,24.043,NP01,43,4900
B20271229,12.084,NP01,43,5330
B20271230,31.568,NP01,43,10060
B20271231,37.591,NP01,43,4700
B20271232,63.182,NP01,43,8150
B20271233,33.16,NP01,43,4900
B20271234,38.211,NP01,43,3800
B20271235,116.384,NP01,43,7000
B20271236,29.892,NP01,43,4900
B20271237,7.354,NP01,43,5330
B20271238,14.288,NP01,43,6400
B20271239,46.557,NP01,43,4900
B20271240,12.822,NP01,43,4900
B20271241,12.68,NP01,43,4900
B20271242,23.288,NP01,43,4900
B20271243,33.53,NP01,43,6400
B20271244,74.993,NP01,43,6900
B20271245,36.836,NP01,43,5150
B20271246,88.342,NP01,43,9340
B20271247,23.888,NP01,43,9340
B20271248,8.168,NP01,43,4700
B20271249,13.238,NP01,43,4900
B20271250,21.995,NP01,43,4900
B20271251,19.721,NP01,43,5060
B20271252,87.813,NP01,43,4900
B20271253,6.286,NP01,43,5600
B20271254,15.968,NP01,43,4900
B20271255,17.688,NP01,43,4900
B20271256,18.089,NP01,43,10900
B20271257,4.72,NP01,43,7000
B20271258,113.312,NP01,43,4901
B20271259,92.244,NP01,43,5900
B20271260,47.331,NP01,43,7000
B20271261,51.138,NP01,43,6550
B20271262,11.781,NP01,43,4750
B20271263,56.076,NP01,43,4900
B20271264,23.133,NP01,43,4450
B20271265,12.206,NP01,43,9340
B20271266,49.701,NP01,43,8150
B20271267,13.017,NP01,43,6150
B20271268,70.796,NP01,43,4900
B20271269,23.146,NP01,43,4900
B20271270,19.472,NP01,43,9340
B20271271,76.539,NP01,43,4500
B20271272,84.817,NP01,43,7000
B20271273,19.291,NP01,43,8970
B20271274,12.471,NP01,43,6400
B20271275,15.742,NP01,43,4780
B20271276,40.131,NP01,43,4900
B20271277,34.597,NP01,43,5900
B20271278,54.943,NP01,43,4901
B20271279,30.786,NP01,43,6400
B20271280,44.174,NP01,43,6400
B20271281,30.784,NP01,43,6400
B20271282,24.833,NP01,43,7000
B20271283,22.237,NP01,43,6400
B20271284,30.893,NP01,43,5700
B20271285,15.723,NP01,43,6900
B20271286,11.745,NP01,43,6900
B20271287,41.401,NP01,43,5400
B20271288,19.593,NP01,43,7900
B20271289,58.291,NP01,43,6400
B20271290,22.675,NP01,43,4900
B20271291,47.246,NP01,43,6550
B20271292,50.057,NP01,43,6400
B20271293,62.396,NP01,43,5900
B20271294,63.012,NP01,43,4900
B20271295,40.507,NP01,43,6200
B20271296,24.499,NP01,43,7080
B20271297,12.561,NP01,43,4900
B20271298,23.296,NP01,43,5995
B20271299,129.137,NP01,43,6600
B20271300,124.832,NP01,43,4901
B20271301,41.926,NP01,43,4940
B20271302,59.273,NP01,43,4900
B20271303,144.177,NP01,43,4900
B20271304,26.685,NP01,43,5700
B20271305,38.726,NP01,43,4901
B20271306,93.114,NP01,43,6400
B20271307,18.577,NP01,43,8150
B20271308,12.089,NP01,43,6900
B20271309,24.789,NP01,43,6400
B20271310,49.706,NP01,43,5840
B20271311,39.927,NP01,43,6150
B20271312,49.411,NP01,43,6000
B20271313,56.758,NP01,43,4900
B20271314,30.592,NP01,43,4900
B20271315,95.537,NP01,43,3800
B20271316,23.793,NP01,43,4550
B20271317,42.061,NP01,43,6900
B20271318,26.434,NP01,43,4900
B20271319,25.821,NP01,43,8100
B20271320,25.153,NP01,43,4900
B20271321,82.181,NP01,43,4900
B20271322,23.88,NP01,43,5220
B20271323,67.493,NP01,43,4900
B20271324,33.243,NP01,43,8970
B20271325,34.973,NP01,43,6400
B20271326,12.887,NP01,43,4900
B20271327,14.589,NP01,43,4900
B20271328,29.322,NP01,43,6400
B20271329,52.126,NP01,43,4900
B20271330,24.82,NP01,43,6400
B20271331,14.872,NP01,43,5900
B20271332,47.302,NP01,43,4900
B20271333,22.854,NP01,43,4450
B20271334,53.59,NP01,43,6100
B20271335,11.586,NP01,43,4900
B20271336,29.091,NP01,43,4525
B20271337,45.463,NP01,43,4900
B20271338,77.951,NP01,43,9000
B20271339,17.489,NP01,43,4900
B20271340,22.804,NP01,43,6100
B20271341,51.707,NP01,43,4900
B20271342,63.126,NP01,43,6400
B20271343,50.222,NP01,43,4900
B20271344,23.911,NP01,43,5360
B20271345,74.699,NP01,43,4900
B20271346,24.306,NP01,43,4900
B20271347,20.603,NP01,43,10680
B20271348,14.719,NP01,43,5400
B20271349,20.508,NP01,43,4900
B20271350,26.322,NP01,43,5900
B20271351,43.516,NP01,43,11400
B20271352,11.978,NP01,43,5900
B20271353,29.662,NP01,43,6600
B20271354,34.621,NP01,43,4600
B20271355,40.026,NP01,43,6100
B20271356,42.337,NP01,43,8970
B20271357,32.09,NP01,43,5900
B20271358,22.159,NP01,43,7900
B20271359,48.133,NP01,43,4901
B20271360,62.993,NP01,43,4900
B20271361,15.991,NP01,43,4900
B20271362,20.173,NP01,43,5060
B20271363,12.402,NP01,43,3900
B20271364,140.98,NP01,43,4901
B20271365,11.867,NP01,43,6100
B20271366,53.051,NP01,43,4900
B20271367,32.262,NP01,43,6650
B20271368,51.929,NP01,43,4900
B20271369,112.562,NP01,43,5300
B20271370,39.57,NP01,43,5900
B20271371,33.165,NP01,43,4500
B20271372,83.265,NP01,43,4525
B20271373,25.162,NP01,43,6400
B20271374,28.676,NP01,43,4900
B20271375,12.568,NP01,43,6400
B20271376,125.491,NP01,43,4900
B20271377,101.746,NP01,43,4900
B20271378,29.073,NP01,43,5400
B20271379,41.776,NP01,43,4900
B20271380,75.015,NP01,43,4900
B20271381,75.501,NP01,43,5400
B20271382,119.787,NP01,43,5900
B20271383,124.103,NP01,43,6900
B20271384,50.082,NP01,43,5900
B20271385,12.393,NP01,43,4900
B20271386,43.136,NP01,43,6780
B20271387,82.831,NP01,43,6250
B20271388,16.676,NP01,43,4900
B20271389,63.519,NP01,43,7750
B20271390,69.866,NP01,43,4900
B20271391,34.394,NP01,43,4900
B20271392,50.861,NP01,43,4900
B20271393,31.026,NP01,43,4900
B20271394,50.254,NP01,43,5360
B20271395,44.039,NP01,43,6400
B20271396,83.713,NP01,43,6400
B20271397,37.882,NP01,43,11050
B20271398,35.508,NP01,43,4150
B20271399,116.815,NP01,43,4900
B20271400,6.512,NP01,43,5995
B20271401,25.031,NP01,43,8900
B20271402,25.469,NP01,43,4900
B20271403,29.586,NP01,43,4900
B20271404,138.573,NP01,43,4900
B20271405,34.036,NP01,43,4900
B20271406,57.543,NP01,43,4400
B20271407,29.329,NP01,43,7000
B20271408,14.298,NP01,43,6400
B20271409,31.983,NP01,43,5970
B20271410,31.782,NP01,43,5550
B20271411,27.907,NP01,43,4900
B20271412,11.873,NP01,43,4900
B20271413,32.565,NP01,43,4900
B20271414,71.59,NP01,43,6400
B20271415,33.908,NP01,43,5900
B20271416,28.888,NP01,43,4900
B20271417,11.608,NP01,43,4900
B20271418,24.28,NP01,43,4901
B20271419,49.74,NP01,43,4900
B20271420,64.051,NP01,43,5220
B20271421,39.309,NP01,43,6100
B20271422,51.162,NP01,43,5300
B20271423,61.067,NP01,43,4901
B20271424,49.858,NP01,43,7000
B20271425,63.952,NP01,43,6100
B20271426,16.623,NP01,43,7900
B20271427,24.165,NP01,43,6360
B20271428,58.716,NP01,43,6900
B20271429,16.714,NP01,43,4900
B20271430,113.561,NP01,43,6400
B20271431,30.059,NP01,43,4900
B20271432,67.99,NP01,43,4900
B20271433,35.257,NP01,43,4900
B20271434,31.359,NP01,43,6400
B20271435,31.654,NP01,43,4900
B20271436,64.736,NP01,43,4900
B20271437,36.785,NP01,43,5900
B20271438,32.392,NP01,43,4900
B20271439,21.626,NP01,43,6400
B20271440,130.027,NP01,43,5000
B20271441,34.081,NP01,43,4900
B20271442,64.272,NP01,43,5900
B20271443,42.894,NP01,43,4900
B20271444,54.776,NP01,43,5900
B20271445,49.097,NP01,43,4900
B20271446,42.352,NP01,43,4900
B20271447,63.345,NP01,43,5000
B20271448,32.813,NP01,43,5900
B20271449,24.772,NP01,43,4900
B20271450,110.927,NP01,43,4900
B20271451,64.722,NP01,43,5840
B20271452,20.633,NP01,43,6200
B20271453,113.384,NP01,43,6550
B20271454,22.923,NP01,43,7400
B20271455,11.808,NP01,43,4600
B20271456,17.909,NP01,43,4900
B20271457,23.497,NP01,43,4900
B20271458,94.411,NP01,43,6400
B20271459,38.9,NP01,43,6400
B20271460,40.382,NP01,43,10900
B20271461,25.227,NP01,43,4900
B20271462,18.365,NP01,43,6400
B20271463,48.702,NP01,43,6400
B20271464,6.177,NP01,43,6400
B20271465,16.364,NP01,43,6400
B20271466,57.509,NP01,43,4900
B20271467,18.063,NP01,43,9340
B20271468,30.473,NP01,43,3800
B20271469,61.59,NP01,43,5970
B20271470,43.766,NP01,43,4900
B20271471,15.649,NP01,43,4400
B20271472,19.147,NP01,43,6400
B20271473,24.44,NP01,43,4900
B20271474,32.994,NP01,43,5900
B20271475,81.91,NP01,43,7750
B20271476,28.267,NP01,43,6070
B20271477,131.312,NP01,43,5018
B20271478,120.417,NP01,43,5080
B20271479,36.531,NP01,43,5900
B20271480,119.259,NP01,43,4900
B20271481,36.825,NP01,43,5900
B20271482,19.678,NP01,43,6800
B20271483,28.367,NP01,43,4900
B20271484,59.868,NP01,43,7080
B20271485,34.688,NP01,43,5900
B20271486,14.505,NP01,43,5900
B20271487,20.537,NP01,43,5100
B20271488,30.037,NP01,43,5270
B20271489,23.914,NP01,43,5000
B20271490,6.413,NP01,43,4900
B20271491,50.43,NP01,43,5900
B20271492,3.626,NP01,43,8050
B20271493,17.165,NP01,43,7000
B20271494,30.52,NP01,43,4900
B20271495,99.948,NP01,43,7000
B20271496,123.374,NP01,43,5100
B20271497,49.773,NP01,43,5900
B20271498,31.169,NP01,43,4900
B20271499,83.02,NP01,43,7960
B20271500,12.291,NP01,43,4500
